Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
1412,LA6UR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Fosen / Gjeltheia
1413,LA6VR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kirkenes / Verigasfjellet
1414,LA6WR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Voss / Lønahorgi
1415,LA6XR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Kristiansund / Reinsfjell
1416,LA6YR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Skien
1417,LA6YRR,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Kristiansund / Reinsfjell
1418,LA6ZR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Fagernes / Spåtind
1419,LA7AR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Andenes / Endletenfjell
1420,LA7BR,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Ørnfjell / Bergen
1421,LA7CR,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Modum / Norefjell
1422,LA7ER,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Mandal / Sjåvassknuten
1423,LA7FR,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Fredrikstad / Kniplefjell
1424,LA7GR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Mjøsa / Gålå-Harpefoss
1425,LA7HR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Harstad / Samaåsen
1426,LA7KR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Kongsvinger / Holtberget
1427,LA7KRR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Fosen / Kyrksæterøra
1428,LA7LR,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Bø / Lifjell
1429,LA7MR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Mo i Rana / Veten
1430,LA7NR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Namdal / Hemna
1431,LA7OR,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Oslo / Grefsenkollen
1432,LA7ORR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Oppdal / Allmannberget
1433,LA7PR,145.662500,-,0.600000,,88.5,88.5,FM,12.5,Moss / Grimstadtoppen
1434,LA7RR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Trondheim / Liaåsen
1435,LA7SR,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Tønsberg / Mokollen
1436,LA7TR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Forbordfjell / Stjørdal
1437,LA7TRR,51.850000,-,0.600000,,88.5,88.5,FM,12.5,Trondheim / Vassfjellet
1438,LA7UR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Ringerike / Valebykampen
1439,LA7URR,1297.000000,-,6.000000,,88.5,88.5,FM,12.5,Trondheim / Vikhammer
1440,LA7VR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Vesterålen / Hadseløya
1441,LA7WR,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Voss / Lønahorgi
1442,LA7YR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Alta / Kvanfjellet
1443,LA8BR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Fauske/Bodø / Klettkå
1444,LA8CR,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Romerike / Bjørnåsen
1445,LA8DR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Jæren / Sandnes
1446,LA8ER,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Gardermoen / Mistberget
1447,LA8FR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Fosen / Olsøyheia
1448,LA8GR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Bergen / Bråtsviksåta
1449,LA8HR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Geilo / Hallingdal
1450,LA8KR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kongsberg / Jonsknuten
1451,LA8LR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Haugesund / Kringsjå
1452,LA8MR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Molde / Tusten
1453,LA8NR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Honningsvåg / Nordkapp
1454,LA8NRR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Narvik / Ankenes
1455,LA8OR,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Oslo / Bislingen
1456,LA8QR,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Trondheim / Bringen
1457,LA8RR,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Bjørnåsen / Romerike
1458,LA8SR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Stavanger / Byhaugen
1459,LA8TR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Trondheim / Ruten
1460,LA8UR,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Fosen / Kopparen
1461,LA8VR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Mosjøen / Vardefjell
1462,LA8XR,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Reinsnuten / Sauda
1463,LA9AR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Mjøsa / Tronfjell
1464,LA9BR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Firda / Steinfjellet
1465,LA9CR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Florø / Storåsen
1466,LA9DR,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Drammen / Nordbykollen
1467,LA9ER,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Gardermoen / Mistberget
1468,LA9HR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Harstad
1469,LA9HRR,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Harstad
1470,LA9JDA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Bodø
1471,LA9KR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Norkapp / Hammerfest
1472,LA9LR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Sauda / Ravnafjell
1473,LA9LRR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Tromsø / Lyngen
1474,LA9MR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Mandal / Varmestø
1475,LA9NR,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Tønsberg / Frodeåsen
1476,LA9QR,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Nordfjellet / Tromsø
1477,LA9RR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Ryfylke / Ombo
1478,LA9SR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,S. Sunnmøre / Gurskøy
1479,LA9TR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Tromsø / Trolltind
1480,LA9UR,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Fosen / Ruasetfjellet
1481,LA9WR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Namdal / Geitfjellet
1482,LA9XR,434.975000,-,1.600000,,88.5,88.5,FM,12.5,Oslo / Heggedal
1483,LA9ZR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Midt-Troms / Andsfjell
1484,LD1OT,434.575000,-,2.000000,,88.5,88.5,DV,12.5,Tryvann, Oslo
1485,LD2KR,434.562500,-,2.000000,,88.5,88.5,FM,12.5,Kongsvinger / Rafjellet
1486,LD3DV,434.525000,-,2.000000,,88.5,88.5,DV,12.5,Varden, Drammen
1487,LD3SM,434.550000,-,2.000000,,88.5,88.5,DV,12.5,Mokollen, Sandefjord
1488,LY0RAL,145.625000,-,0.600000,Tone,88.5,88.5,FM,12.5,Alytus
1489,LY0RAN,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Anykščiai
1490,LY0RKA,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Kaunas
1491,LY0RKL,439.400000,-,7.600000,,88.5,88.5,FM,12.5,Klaipėda
1492,LY0RKN,431.900000,+,7.600000,,88.5,88.5,FM,12.5,Kaunas
1493,LY0RKY,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kybartai
1494,LY0RMA,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Marijampolė
1495,LY0ROM,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Kryžkalnis
1496,LY0RSM,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Šiauliai
1497,LY0RUT,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Utena
1498,LY0RVL,438.650000,-,7.600000,Tone,179.9,88.5,FM,12.5,WILNO
1499,LY0RVN,145.750000,-,0.600000,Tone,186.2,88.5,FM,12.5,WILNO
1500,LY2WR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Vilinius
1501,LZ0BGM,439.300000,split,432.700000,Tone,79.7,79.7,FM,12.5,връх Мусала
1502,LZ0BGN,439.200000,-,7.600000,Tone,79.7,79.7,FM,12.5,Петрохан
1503,LZ0BOT,145.650000,-,0.600000,,88.5,88.5,FM,12.5,връх Ботев
1504,LZ0CAL,439.175000,-,7.600000,Tone,91.5,91.5,FM,12.5,Стара Загора
1505,LZ0CBK,438.600000,-,7.600000,Tone,79.7,79.7,FM,12.5,София - хотел Копитото
1506,LZ0CER,439.000000,-,7.600000,Tone,79.7,79.7,FM,12.5,София - връх Черни връх
1507,LZ0CHM,439.375000,-,7.600000,Tone,79.7,79.7,FM,12.5,Сливен - хижа Чумерна
1508,LZ0CUM,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Сливен - хижа Чумерна
1509,LZ0DAB,438.550000,-,7.600000,,88.5,88.5,DV,12.5,София - НУРТС - Копитото
1510,LZ0DAP,438.500000,-,7.600000,,88.5,88.5,DV,12.5,НУРТС - Пловдив /Здравец/
1511,LZ0DAV,438.550000,-,7.600000,,88.5,88.5,DV,12.5,НУРТС - Варна
1512,LZ0DBS,439.600000,-,7.600000,,88.5,88.5,DV,12.5,Бургас - м. Чиплака
1513,LZ0DDA,438.450000,-,7.600000,,88.5,88.5,DV,12.5,Петрохан
1515,LZ0DOE,145.625000,-,0.600000,,88.5,88.5,FM,12.5,София - връх Черни връх
1516,LZ0DSR,439.175000,-,7.600000,,88.5,88.5,DV,12.5,София - връх Черни връх
1517,LZ0DVB,439.550000,-,7.600000,,88.5,88.5,DV,12.5,връх Ботев
1518,LZ0FSB,439.150000,-,7.600000,,88.5,88.5,FM,12.5,София - кв.Бояна
1519,LZ0GEO,438.900000,-,7.600000,Tone,74.4,74.4,FM,12.5,Пловдив - стъкларски завод до хижа Здравец
1520,LZ0HAM,439.500000,-,7.600000,Tone,79.7,79.7,FM,12.5,връх Ботев
1521,LZ0HAS,439.350000,-,7.600000,Tone,79.7,79.7,FM,12.5,Хасково
1522,LZ0IVA,439.325000,-,7.600000,Tone,91.5,91.5,FM,12.5,Кърджали
1523,LZ0KOM,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Белоградчик - кулата на НУРТС
1524,LZ0MAI,439.575000,-,7.600000,,88.5,88.5,FM,12.5,София - болница Пирогов
1525,LZ0MAR,439.125000,-,7.600000,Tone,79.7,79.7,FM,12.5,връх Шипка
1526,LZ0MSS,438.850000,-,7.600000,,88.5,88.5,FM,12.5,София - Балша
1527,LZ0ORL,145.775000,-,0.600000,,88.5,79.7,FM,12.5,Гоце Делчев - връх Ореляк
1528,LZ0PLD,438.800000,-,7.600000,Tone,79.7,79.7,FM,12.5,Пловдив
1529,LZ0PLK,439.425000,-,7.600000,Tone,103.5,103.5,FM,12.5,Павликени
1530,LZ0RCB,145.000000,+,0.600000,,88.5,88.5,FM,12.5,Бургас - м. Чиплака
1531,LZ0RDP,439.000000,-,7.600000,,88.5,88.5,FM,12.5,Варна
1532,LZ0RKN,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Кюстендил
1533,LZ0ROJ,438.650000,-,7.600000,Tone,91.5,91.5,FM,12.5,връх Снежанка
1534,LZ0RSL,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Силистра - НУРТС
1536,LZ0SEA,439.100000,-,7.600000,Tone,79.7,79.7,FM,12.5,Бургас - вр.Еделвайс
1537,LZ0SLU,438.750000,-,7.600000,Tone,79.7,79.7,FM,12.5,Сливен - връх Карандила
1538,LZ0SLV,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Сливен - връх Карандила
1539,LZ0SMN,438.700000,-,7.600000,Tone,91.5,91.5,FM,12.5,Шумен
1540,LZ0TUK,438.100000,-,7.600000,,88.5,79.7,FM,12.5,София - НУРТС - Копитото
1541,LZ0UHF,439.400000,-,7.600000,Tone,79.7,79.7,FM,12.5,София
1542,LZ0VRC,439.150000,-,7.600000,Tone,79.7,79.7,FM,12.5,Враца
1543,LZ0VRF,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Пловдив - стъкларски завод до хижа Здравец
1544,LZ0WOL,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Враца
1545,LZVARNA,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Варна
1546,OE2XBB,439.200000,-,7.600000,Tone,88.5,88.5,FM,12.5,SCHAFBERG
1547,OE2XZR,145.687500,-,0.600000,Tone,88.5,123.0,FM,12.5,Gaisberg
1548,OE3XNR,145.637500,-,0.600000,Tone,88.5,88.5,FM,12.5,Nebelstein
1549,OE5XHO,431.150000,+,7.600000,,88.5,88.5,FM,12.5,Damberg
1550,OE5XUL,145.175000,+,0.600000,,88.5,88.5,FM,12.5,Geiersberg
1551,OE7XFJ,439.025000,-,7.600000,,88.5,88.5,FM,12.5,Harschbichl
1552,OE7XKI,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Hohe Salve
1553,OE7XZR,145.575000,split,432.575000,,88.5,88.5,FM,12.5,Zugspitze
1554,OH0RAA,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Dalkarby
1555,OH1RAA,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kaarina / Kuusisto
1556,OH1RAB,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Kiukainen
1557,OH1RAD,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Salo
1558,OH1RAE,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Kankaanpää
1559,OH1RAI,145.600000,-,0.600000,Tone,103.5,103.5,FM,12.5,Uusikaupunki
1560,OH1RAU,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Turku (Åbo)
1561,OH1RAU,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Turku (Åbo)
1562,OH1RHU,29.680000,-,0.100000,,88.5,88.5,FM,12.5,Turku (Åbo)
1563,OH1RUB,434.725000,-,1.000000,,88.5,88.5,FM,12.5,Pori
1564,OH1RUD,434.700000,-,1.000000,,88.5,88.5,FM,12.5,Salo
1565,OH1RUE,434.700000,-,1.600000,,88.5,88.5,FM,12.5,Kankaanpää
1566,OH1RUF,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Jämijärvi / Soinninvaara
1567,OH1RUH,434.850000,-,1.000000,,88.5,88.5,FM,12.5,Parainen
1568,OH1RUK,434.675000,-,1.000000,,88.5,88.5,FM,12.5,Rauma
1569,OH1RUL,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Kokemäki
1570,OH1RUM,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Koski
1571,OH1RUN,434.825000,-,1.000000,,88.5,88.5,FM,12.5,Uusikaupunki
1572,OH2RAA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Helsinki
1573,OH2RAE,434.700000,-,1.000000,,88.5,88.5,FM,12.5,Loviisa
1574,OH2RAE,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Loviisa
1575,OH2RAH,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Karjaa
1576,OH2RAY,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Artjärvi
1577,OH2RCH,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Espoo / Juhanila
1578,OH2RCH,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Espoo / Kauniainen
1579,OH2RCH,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Lohja (Salimäki)
1580,OH2RCH,434.975000,-,1.600000,,88.5,88.5,FM,12.5,Espoo / Kauniainen
1581,OH2RCH,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Espoo / Juhanila
1582,OH2RCH,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Espoo
1583,OH2RUA,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Helsinki
1584,OH2RUB,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Porvoo
1585,OH2RUF,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Vantaa
1586,OH2RUL,434.725000,-,1.000000,,88.5,88.5,FM,12.5,Lohja
1587,OH2RUP,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Järvenpää
1588,OH3RAA,1297.050000,-,6.000000,,88.5,88.5,FM,12.5,Hämeenlinna
1589,OH3RAA,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Hämeenlinna
1590,OH3RAA,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Hämeenlinna
1591,OH3RAC,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Lahti
1592,OH3RAC,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Lahti
1593,OH3RAN,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Forssa
1594,OH3RAR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Erkylä / Hausjärvi
1595,OH3RNE,1297.000000,-,6.000000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1596,OH3RNE,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Tampere City (Tammerfors)
1597,OH3RNE,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1598,OH3RTR,51.950000,-,0.600000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1599,OH3RTR,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1600,OH3RUD,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Vesijako
1601,OH3RUR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Riihimäki
1602,OH3RUX,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Virrat
1603,OH4RAB,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Pieksämäki
1604,OH4RAC,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Mikkeli
1605,OH4RAF,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Savonlinna
1606,OH4RUB,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Pieksämäki
1607,OH4RUC,434.750000,-,1.000000,,88.5,88.5,FM,12.5,Mikkeli
1608,OH5RAA,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kotka
1609,OH5RAB,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Joutseno
1610,OH5RAC,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kuusankoski
1611,OH5RDF,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Lappeenranta
1612,OH5RUB,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Lappeenranta
1613,OH5RUG,1297.200000,-,6.000000,,88.5,88.5,FM,12.5,Kouvola
1614,OH5RUG,434.850000,-,1.000000,,88.5,88.5,FM,12.5,Kouvola
1615,OH5RUM,1297.075000,-,6.000000,,88.5,88.5,FM,12.5,Vehkalahti
1616,OH5RUM,434.925000,-,1.000000,,88.5,88.5,FM,12.5,Hamina / Vehkalahti
1617,OH6RAA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Vaasa
1618,OH6RAD,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Jyväskylä
1619,OH6RAE,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Pihtipudas
1620,OH6RAG,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Jakobstad / Pietarsaari
1621,OH6RAH,434.675000,-,1.000000,,88.5,88.5,FM,12.5,Seinäjoki
1622,OH6RAH,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Seinäjoki
1623,OH6RAQ,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Jämsä / Himosvuori
1624,OH6RAR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Närpiö
1625,OH6RAW,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kokkola
1626,OH6RUA,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Vaasa / Vaskiluoto
1627,OH6RUB,434.625000,-,1.000000,,88.5,88.5,FM,12.5,Lapua
1628,OH6RUC,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Kaustinen
1629,OH6RUD,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Jyväskylä
1630,OH6RUE,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Viitasaari
1631,OH6RUF,434.600000,-,1.600000,,88.5,88.5,FM,12.5,Isojoki
1632,OH6RUG,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Jakobstad / Pietarsaari
1633,OH6RUH,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Saarijärvi / Hirvaanmäki
1634,OH6RUJ,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Jyväskylä / Laajavuori
1635,OH6RUP,434.925000,-,1.000000,,88.5,88.5,FM,12.5,Teuva
1636,OH6RUQ,434.700000,-,1.000000,,88.5,88.5,FM,12.5,Jämsänkoski / Impivaara
1637,OH6RUR,434.800000,-,1.000000,,88.5,88.5,FM,12.5,Närpiö
1638,OH6RUT,434.875000,-,1.000000,,88.5,88.5,FM,12.5,Kauhajoki
1639,OH6RUW,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Kokkola
1640,OH6RVC,51.850000,-,0.600000,,88.5,88.5,FM,12.5,Lapua
1641,OH6RVC,1297.425000,-,6.000000,,88.5,88.5,FM,12.5,Lapua
1642,OH7RAA,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Kuopio
1643,OH7RAB,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Joensuu
1644,OH7RAE,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Nurmes
1645,OH7RAI,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Iisalmi
1646,OH7RUA,434.700000,-,1.600000,,88.5,88.5,FM,12.5,Kuopio
1647,OH7RUB,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Joensuu
1648,OH7RUI,434.750000,-,1.000000,,88.5,88.5,FM,12.5,Iisalmi
1649,OH7RUN,434.625000,-,1.600000,,88.5,88.5,FM,12.5,Varkaus
1650,OH8RAA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Oulu
1651,OH8RAA,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Oulu
1652,OH8RAC,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Kuusamo / Säynäjävaara
1653,OH8RAC,434.725000,-,1.000000,,88.5,88.5,FM,12.5,Kuusamo / Säynäjävaara
1654,OH8RAK,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kajaani / Rouvankangas
1655,OH8RAU,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Nivala
1656,OH8RUB,434.675000,-,1.000000,,88.5,88.5,FM,12.5,Kajaani
1657,OH8RUD,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Oulu
1658,OH8RUR,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Pattijoki
1659,OH8RUU,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Ylivieska
1660,OH9RAB,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Rovaniemi / Salmenvaara
1661,OH9RAC,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kemijärvi
1662,OH9RAR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Tervola
1663,OH9RAT,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Kolari / Yllästunturi
1664,OH9RUA,434.900000,-,1.600000,,88.5,88.5,FM,12.5,Kemi
1665,OH9RUB,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Rovaniemi / Salmenvaara
1666,OH9RUR,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Tornio / Röyttä
1667,OH9RUT,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Yllästunturi
1668,OK0A,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Havlíčkův Brod - Květnov
1669,OK0AA,145.662500,-,0.600000,Tone,103.5,103.5,FM,12.5,Mešnice, okr. Pelhřimov
1670,OK0ABA,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Brno - OK2KOJ při VUT
1671,OK0AC,145.762500,-,0.600000,Tone,88.5,88.5,FM,12.5,Drahlín
1672,OK0ACC,145.762500,-,0.600000,Tone,136.5,136.5,FM,12.5,Obecnice, Drahlín - Sádka
1673,OK0AD,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Ostrava-Poruba
1674,OK0AE,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Krkavec
1675,OK0AG,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Třebíč - Dalešice
1676,OK0AH,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Uherský Brod
1677,OK0B,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Jablonec
1678,OK0BAB,438.925000,-,7.600000,Tone,88.5,88.5,FM,12.5,Brno - Lesná
1679,OK0BAD,438.750000,-,7.600000,Tone,88.5,88.5,FM,12.5,Písek - Brdy
1680,OK0BAF,438.850000,-,7.600000,Tone,88.5,136.5,FM,12.5,Svratouch, Otava
1681,OK0BAF,438.600000,-,7.600000,,88.5,88.5,FM,12.5,Svratouch
1682,OK0BAJ,439.325000,-,7.600000,,88.5,88.5,FM,12.5,Jihlava
1683,OK0BAP,439.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Litomyšl - Libecina
1684,OK0BBF,439.125000,-,7.600000,Tone,88.5,88.5,FM,12.5,Suchý vrch - Orlické Hory
1685,OK0BBK,439.075000,-,7.600000,,88.5,88.5,FM,12.5,Kozákov u Semil
1686,OK0BC,438.700000,-,7.600000,Tone,136.5,88.5,FM,12.5,Lysá hora - Krkonoše
1687,OK0BCA,438.900000,-,7.600000,,88.5,88.5,FM,12.5,Liščí hora - Krkonoše
1688,OK0BCA,438.875000,-,7.600000,Tone,203.5,203.5,FM,12.5,Liščí hora - Krkonoše
1689,OK0BCN,438.775000,-,7.600000,Tone,82.5,82.5,FM,12.5,Náchod
1690,OK0BD,438.650000,-,7.600000,Tone,82.5,88.5,FM,12.5,Ostrava
1691,OK0BDL,439.425000,-,7.600000,Tone,82.5,82.5,FM,12.5,Lysá Hora
1692,OK0BDV,438.925000,-,7.600000,Tone,88.5,88.5,FM,12.5,Dobrá Voda u Nových Hradů
1693,OK0BE,438.650000,-,7.600000,Tone,88.5,88.5,FM,12.5,Klínovec
1694,OK0BEA,439.212500,-,7.600000,Tone,88.5,88.5,FM,12.5,Klášterec nad Ohří
1695,OK0BEZ,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Žatec
1696,OK0BF,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Holý kopec u Přerova
1697,OK0BG,438.850000,-,7.600000,Tone,88.5,88.5,FM,12.5,České Budějovice - komín teplárny 160 m
1698,OK0BH,439.000000,-,7.600000,Tone,88.5,88.5,FM,12.5,Děvín - Pálava
1699,OK0BHD,439.300000,-,7.600000,Tone,77.0,77.0,FM,12.5,Pozoříce
1700,OK0BHJ,439.225000,-,7.600000,Tone,88.5,88.5,FM,12.5,Karasín
1701,OK0BHS,439.250000,-,7.600000,Tone,88.5,88.5,FM,12.5,Travičná
1702,OK0BK,439.000000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kladno
