Callsign,Modes,TX Frequency,TX CTCSS,RX Frequency,RX CTCSS,RX 1750,Duplex,Offset,Status,Latitude,Longitude,QTH,Locator
SR9VO,"fm, echolink",439.075,103.5,431.475,103.5,false,-,7.6,off,50.033162,20.998049,Tarnow,KO00LA
SR9VJK,dmr,438.3125,false,430.7125,false,false,-,7.6,working,49.417328,20.895254,Jaworzyna Krynicka,KN09KK
SR9VDM,dmr,438.2,false,430.6,false,false,-,7.6,working,49.891714,20.928624,Lichwin,KN09LV
SR9UVZ,"c4fm, dstar",439.2,false,431.6,false,false,-,7.6,working,49.349622,20.053072,Gliczarow Gorny Maszt OSP,KN09AI
SR9UVU,dstar,439.1625,false,431.5625,false,false,-,7.6,off,49.685473,19.031218,Skrzyczne,JN99MQ
SR9UVT,dmr,439.2375,false,431.6375,false,false,-,7.6,working,49.7533,19.7822,Gora Koskowa POLKOMTEL,JN99VS
SR9UVR,"fm, fmpoland",439.3,false,431.7,94.8,false,-,7.6,working,49.349622,20.053072,Gliczarow Gorny Maszt OSP,KN09AI
SR9UVP,dstar,439.3625,false,431.7625,false,false,-,7.6,working,49.7533,19.7822,Gora Koskowa POLKOMTEL,JN99VS
SR9UVO,dmr,439.325,false,431.725,false,false,-,7.6,off,50.115185,19.748343,Kochanow,JO90UC
SR9UVM,dmr,439.4,false,431.8,false,false,-,7.6,working,49.958656,20.081999,Krakow - RTCN Choragwica EMITEL,KN09AX
SR9UVL,dmr,438.3625,false,430.7625,false,false,-,7.6,off,49.653614,19.991663,Lubon Wlk.,JN99XP
SR9DJC,dstar,145.7875,false,145.1875,false,false,-,0.6,working,49.4174,20.89528,Jaworzyna Krynicka,KN09KK
SR9UVJ-B,dstar,439.5,false,431.9,false,false,-,7.6,working,49.417864,20.895578,Krynica Zdroj - Jaworzyna TSR EMITEL,KN09KK
SR9UVC,c4fm,438.625,false,431.025,false,false,-,7.6,working,49.969967,19.934092,Krakow,JN99XX
SR9UV,dstar,439.3375,false,431.7375,false,false,-,7.6,working,50.555045,19.478789,Wlodowice,JO90RN
SR9US,dmr,438.125,false,430.525,false,false,-,7.6,working,49.68322911,18.82001073,Ustron Gora Czantoria,JN99JQ
SR9UPZ,dmr,438.5875,false,430.9875,false,false,-,7.6,working,49.678767,20.626436,Kleczany,KN09HQ
SR9UCZ,dmr,439.0875,false,431.4875,false,false,-,7.6,working,50.843583,19.133441,Czestochowa,JO90NU
SR9TRZ,dmr,438.575,false,430.975,false,false,-,7.6,working,50.173858,19.472398,Trzebinia,JO90RE
SR9TR,dmr,439.175,false,431.575,false,false,-,7.6,working,50.02509,21.007561,Tarnow,KO00MA
SR9TM,"fm, dstar",438.5125,103.5,430.9125,103.5,false,-,7.6,working,49.782306,20.022833,Pcim - Kudlacze,KN09AS
SR9TB,fm,438.775,103.5,431.175,103.5,true,-,7.6,working,49.884356,20.911473,Gora Wal - Tarnow,KN09KV
SR9SZ,c4fm,439.15,false,431.55,false,false,-,7.6,working,50.298203,19.005029,Siemianowice Slaskie,JO90MH
SR9SS,"fm, fmlink",439.1,71.9,431.5,71.9,false,-,7.6,off,50.298203,19.005029,Siemianowice Slaskie,JO90MH
SR9SK,"fm, c4fm",439.375,67,431.775,67,false,-,7.6,working,49.685223,19.029843,Skrzyczne,JN99MQ
SR9SIM,echolink,145.3375,79.7,145.3375,79.7,false,false,0,off,50.26633,19.1375,Sosnowiec,JO90NG
SR9SE,"fm, c4fm",439.2,71.9,431.6,71.9,false,-,7.6,working,50.318897,19.115915,Bedzin,JO90NH
SR9SC,"fm, dmr",438.9625,false,431.3625,67,false,-,7.6,off,49.736501,18.634977,Cieszyn,JN99HR
SR9SA,"fm, echolink",439.45,67,431.85,67,false,-,7.6,planned,49.760432,19.001325,"Gora Szyndzielnia, Bielsko-Biala",JN99MS
SR9S,"fm, c4fm",439.4125,67,431.8125,67,false,-,7.6,working,50.01657,19.106255,Wola,JO90NA
SR9S,fm,145.775,67,145.175,67,false,-,0.6,working,50.01602,19.10627,Wola,JO90NA
SR9RT,"fm, fmpoland",145.6375,103.5,145.0375,103.5,false,-,0.6,working,49.719344,20.454852,Mordarka - Lysa Gora 781 m n.p.m. (k. Limanowej),KN09FR
SR9RSR,dmr,438.3375,false,430.7375,false,false,-,7.6,working,50.087687,18.534451,Rybnik,JO90GC
SR9RAC,fm,439.575,67,431.975,67,false,-,7.6,working,50.120982,18.153277,Strzybniczek,JO90BC
SR9PS,"fm, echolink",439.25,67,431.65,67,false,-,7.6,working,50.039285,18.400512,Pszow,JO90EA
SR9POL,echolink,50.53,false,50.53,false,false,false,0,off,49.719364,20.454774,Mordarka - Lysa Gora (k. Limanowej),KN09FR
SR9PC,fm,438.85,false,431.25,103.5,true,-,7.6,off,49.7533,19.7822,Gora Koskowa POLKOMTEL,JN99VS
SR9P,"fm, echolink",145.6625,false,145.0625,103.5,false,-,0.6,off,49.7533,19.7822,Gora Koskowa POLKOMTEL,JN99VS
SR9OA,fm,438.75,false,431.15,107.2,false,-,7.6,working,50.004545,20.243282,Wieza widokowa Dabrowa,KO00CA
SR9NSK,fm,434.675,false,434.675,false,false,false,0,off,49.685689,19.031386,Skrzyczne,JN99MQ
SR9NSC,"echolink, fmpoland",145.3375,103.5,145.3375,false,false,false,0,testing,49.612762,20.716533,Nowy Sacz,KN09IO
SR9NS,"fm, c4fm",439.225,107.2,431.625,107.2,false,-,7.6,working,49.633351,20.737875,Nowy Sacz,KN09IP
SR9NP,"fm, fmlink",438.9375,107.2,431.3375,107.2,false,-,7.6,working,49.467423,20.554353,Prehyba,KN09GL
SR9NJ,fm,438.7,103.5,431.1,103.5,false,-,7.6,working,49.417864,20.895578,"Krynica Zdroj, Jaworzyna (gorna stacja kolejki gondolowej",KN09KK
SR9NJ,fm,1298.15,false,1270.15,false,false,-,28,working,49.417864,20.895578,"Krynica Zdroj, Jaworzyna (gorna stacja kolejki gondolowej",KN09KK
SR9LK,fm,1298.5,false,1270.5,false,false,-,28,working,49.9731,20.033849,Siercza k/Wieliczki,KN09AX
SR9LI,"fm, echolink",438.675,false,431.075,false,true,-,7.6,working,49.773212,20.385038,Pasierbiec,KN09ES
SR9LC,"fm, c4fm",438.7,71.9,431.1,71.9,false,-,7.6,working,50.698776,18.642656,LUBECKO,JO90HQ
SR9L,fm,145.6875,107.2,145.0875,107.2,false,-,0.6,working,49.704911,20.402898,Limanowa Lipowe,KN09EQ
SR9KS,fm,438.9,103.5,431.3,103.5,false,-,7.6,working,49.9731,20.033849,Siercza k/Wieliczki,KN09AX
SR9KR,dstar,439.275,false,431.675,false,false,-,7.6,working,49.959167,20.088,Choragwica k/Krakowa,KN09BX
SR9KM,fm,438.975,false,431.375,71.9,false,-,7.6,working,50.57099704,18.6503228,Krupski Mlyn,JO90HN
SR9KD,"fm, c4fm",438.95,false,431.35,71.9,false,-,7.6,working,50.312352,19.198926,Sosnowiec,JO90OH
SR9KAO,"fm, dstar, dmr, apco25, c4fm",439.2125,false,431.6125,false,false,-,7.6,planned,50.03314,20.998133,Tarnow,KO00LA
SR9K,fm,145.75,false,145.15,103.5,false,-,0.6,off,49.9731,20.033849,Siercza k/Wieliczki,KN09AX
SR9JK,"fm, echolink",438.8,false,431.2,94.8,false,-,7.6,working,50.539655,19.428821,Wlodowice,JO90RM
SR9JG,"fm, fmpoland",439.4625,71.9,431.8625,71.9,false,-,7.6,working,50.70491,19.28541,Biskupice,JO90PQ
SR9J,fm,145.7875,123,145.1875,123,false,-,0.6,working,50.814463,19.12091,Czestochowa,JO90NT
SR9IVG,"fm, echolink",70.26,107.2,70.26,false,false,false,0,off,49.719395,20.454785,Mordarka - Lysa Gora (k. Limanowej),KN09FR
SR9GR,"fm, dstar, dmr, c4fm",438.5375,162.2,430.9375,162.2,false,-,7.6,working,49.664762,21.152389,"Gorlice, maszt Emitel na Gorze Cmentarnej",KN09NP
SR9GP,"fm, echolink",438.65,107.2,431.05,107.2,false,-,7.6,testing,49.724771,20.45819,Mordarka - Lysa gora,KN09FR
SR9FUN,fm,29.66,107.2,29.56,107.2,false,-,0.1,off,49.466572,20.556545,Szczawnica - Gora Przehyba (Teren schroniska),KN09GL
SR9EHO,"fm, echolink",29.61,107.2,29.61,107.2,false,false,0,off,49.719397,20.454828,Mordarka - Lysa Gora (k. Limanowej),KN09FR
SR9EE,fm,438.875,false,431.275,67,false,-,7.6,off,49.685223,19.029843,Skrzyczne EMITEL,JN99MQ
SR9E,"fm, echolink",145.725,71.9,145.125,71.9,false,-,0.6,off,50.298203,19.005029,Siemianowice Slaskie,JO90MH
SR9DV,"fm, dmr, c4fm, dstar",438.325,false,430.725,67,false,-,7.6,working,50.116012,19.969213,Wegrzce,JO90XC
SR9DSR,dmr,145.5875,false,144.9875,false,false,-,0.6,off,49.738391,19.007333,Klimczok,JN99MR
SR9DSK,dmr,438.525,false,430.925,false,false,-,7.6,working,49.418869,20.476544,SZCZAWNICA,KN09FK
SR9DMR,dmr,438.45,false,430.85,false,false,-,7.6,working,50.24531208,19.02696586,Katowice,JO90MF
SR9DLI,dmr,438.975,false,431.375,false,false,-,7.6,working,49.704911,20.402898,Limanowa Lipowe,KN09EQ
SR9DKA,dmr,438.5,false,430.9,false,false,-,7.6,off,50.298203,19.005029,Siemianowice Slaskie,JO90MH
SR9DJK,dmr,438.375,false,430.775,false,false,-,7.6,working,50.579506,19.449523,Wlodowice - Jura,JO90RN
SR9DDP,dmr,438.55,false,430.95,false,false,-,7.6,inprogress,49.435756,20.734167,Gora Kicarz,KN09IK
SR9DBN,dmr,438.475,false,430.875,false,false,-,7.6,working,50.213236,19.127539,Myslowice,JO90NF
SR9D,"fm, c4fm",145.675,false,145.075,71.9,false,-,0.6,working,50.307652,19.12205,Bedzin,JO90NH
SR9CZE,fm,439.5625,false,431.9625,67,false,-,7.6,working,50.843583,19.133441,Czestochowa,JO90NU
SR9CZC,echolink,145.3375,107.2,145.3375,false,false,false,0,off,50.784237,19.127363,Czestochowa,JO90NS
SR9CZ,dstar,439.175,false,431.575,false,false,-,7.6,working,50.814463,19.12091,Czestochowa,JO90NT
SR9CSR,dmr,439.5125,false,431.9125,false,false,-,7.6,off,49.933851,19.249664,Osiek,JN99OW
SR9C,fm,145.6,103.5,145,103.5,false,-,0.6,working,50.044058,20.174012,Niepolomice,Ko00cb
SR9BSR,"fm, dmr",438.25,false,430.65,74.4,false,-,7.6,working,49.760053,19.001327,Gora Szyndzielnia,JN99MS
SR9BN,dmr,439.225,false,431.625,false,false,-,7.6,working,50.319022,19.115659,Bedzin,JO90NH
SR9B,"fm, c4fm",145.7125,false,145.1125,67,true,-,0.6,off,49.685223,19.029843,Skrzyczne,JN99MQ
SR9ASR,"fm, dmr",438.3,74.4,430.7,74.4,false,-,7.6,working,49.787232,19.22477,Gora Zar,JN99OS
SR9AMS,"fm, echolink, c4fm",145.2375,107.2,145.2375,false,false,false,0,off,49.71934,20.45485,(zmiana lokalizacji),KN09FR
SR9AE,fm,438.825,103.5,431.225,103.5,false,-,7.6,off,49.766749,20.059544,Obserwatorium astronomiczne na Gorze Lubomir,KN09AS
SR9AD,c4fm,439,false,431.4,false,false,-,7.6,working,50.027327,19.923507,Krakow,JO90XA
SR9ABC,fm,51.99,false,51.39,false,false,-,0.6,off,49.466565,20.556552,Szczawnica - Gora Przehyba (Teren schroniska),KN09GL
SR9A,fm,145.775,false,145.175,false,true,-,0.6,working,49.884356,20.911473,Gora Wal - Tarnow,KN09KV
SR8ZA,fm,439.275,77,431.675,77,false,-,7.6,working,50.607544,23.261111,Feliksowka k/Zamoscia,KO10PO
SR8Z,fm,145.75,77,145.15,77,false,-,0.6,working,50.607544,23.261111,Feliksowka k/Zamoscia,KO10PO
SR8X,fm,145.7,118.8,145.1,118.8,false,-,0.6,off,51.351915,22.187133,Pulawy,KO11CI
SR8WD,fm,438.975,103.5,431.375,103.5,false,-,7.6,working,51.548785,23.548394,Wlodawa,KO11SN
SR8V,fm,145.6125,false,145.0125,103.5,false,-,0.6,working,49.81322,21.350967,Jaslo,KN09QT
SR8UWD,"dstar, dmr, c4fm",438.5125,false,430.9125,false,false,-,7.6,working,51.558078,23.55371,Wlodawa,KO11SN
SR8UVS,dstar,438.325,false,430.725,false,false,-,7.6,working,51.215067,22.70218,Swidnik,KO11IF
SR8UVP,dstar,439.4625,false,431.8625,false,false,-,7.6,working,51.325496,21.968573,Kazimierz Dolny,KO01XH
SR8UVL,dstar,438.825,false,431.225,false,false,-,7.6,working,51.225671,22.623193,Lublin,KO11HF
SR8UVC,"dmr, c4fm, dstar",439.55,false,431.95,false,false,-,7.6,working,52.0014544,23.3595622,CHOTYLOW,KO12QA
SR8UVB,dstar,439.4125,false,431.8125,false,false,-,7.6,working,52.18624,22.78165,Chotycze - RTCN Losice,KO12JE
SR8UKS,dstar,439.1125,false,431.5125,false,false,-,7.6,planned,49.756122,21.812941,RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90,KN09VS
SR8U,fm,145.6875,false,145.0875,false,false,-,0.6,working,49.334568,22.298952,Baligrod,KN19DI
SR8TPM,fm,145.3375,71.9,145.3375,71.9,false,false,0,working,50.071275,22.710937,,KO10IB
SR8TA,"fm, echolink",438.95,103.5,431.35,103.5,true,-,7.6,planned,49.756122,21.812941,RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90,KN09VS
SR8T,"fm, echolink",145.725,103.5,145.125,103.5,true,-,0.6,off,49.756122,21.812941,RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90,KN09VS
SR8SM,fm,438.65,123,431.05,123,false,-,7.6,off,50.072277,21.712224,Debica,KO00UB
SR8SD,fm,439.325,123,431.725,123,false,-,7.6,working,51.215067,22.70218,Swidnik,KO11IF
SR8S,fm,145.7125,123,145.1125,123,false,-,0.6,working,51.215067,22.70218,Swidnik,KO11IF
SR8RZ,"fm, c4fm",439.25,71.9,431.65,71.9,false,-,7.6,working,49.9877,22.0432,Rzeszow,KN19AX
SR8RSC,"fm, echolink, fmpoland",145.2875,71.9,145.2875,71.9,false,false,0,working,49.9914,21.941145,Boguchwala,KN09XX
SR8RJS,"fm, dmr",438.5,103.5,430.9,103.5,false,-,7.6,inprogress,49.81322,21.350967,Opacie,KN09QT
SR8RD,dmr,438.9625,false,431.3625,false,false,-,7.6,working,50.553361,22.074279,Stalowa Wola,KO10AN
SR8R,fm,145.675,false,145.075,71.9,false,-,0.6,working,50.048852,21.978431,Rzeszow,KO00XB
SR8PU,fm,438.85,118.8,431.25,118.8,false,-,7.6,working,51.325496,21.968573,Kazimierz Dolny,KO01XH
SR8PPN,"fm, echolink, fmpoland",438.9,false,431.3,67,false,-,7.6,working,51.371732,23.23574,gm. Urszulin,KO11OI
SR8PL,"fm, fmlink",439.0875,118.8,431.4875,118.8,false,-,7.6,working,51.325496,21.968573,Kazimierz Dolny,KO01XH
SR8NP,fm,145.7625,186.2,145.1625,false,false,-,0.6,working,49.76715,22.755932,Przemysl,KN19JS
SR8MBR,"fm, fmpoland",50.54,71.9,145.2375,71.9,false,+,94.6975,working,49.940092,22.048855,"Tyczyn, Lasek",KN19AW
SR8LW,"fm, echolink, fmpoland",438.7,false,431.1,67,false,-,7.6,working,51.928906,22.360262,Lukow (Zbozowa 2),KO11EW
SR8LUF,c4fm,439.525,false,431.925,false,false,-,7.6,working,51.225671,22.623193,Lublin,KO11HF
SR8LU,fm,439.05,67,431.45,67,false,-,7.6,working,51.225671,22.623193,Lublin,KO11HF
SR8LSW,"fm, apco25, fmpoland",439.025,110.9,431.425,110.9,false,-,7.6,working,51.221537,22.694369,Swidnik,KO11IF
SR8LLB,"fm, echolink, fmpoland",439.25,false,431.65,77,false,-,7.6,working,51.469129,22.604413,Lubartow,KO11HL
SR8LL,fm,1298.7,false,1270.7,false,false,-,28,inprogress,51.225671,22.623193,Lublin,KO11HF
SR8LKR,fm,438.55,67,430.95,67,false,-,7.6,working,50.96089,22.157174,Krasnik,KO10BX
SR8LBL,fm,29.67,false,29.57,71.9,false,-,0.1,working,50.221007,22.421881,Giedlarowa,KO10FF
SR8LBD,fm,438.575,77,430.975,77,false,-,7.6,working,51.00481,22.65351,RTCN Lublin / Bozy Dar (Emitel),KO11HA
SR8L,fm,145.675,67,145.075,67,false,-,0.6,working,51.00481,22.65351,RTCN Lublin / Bozy Dar (Emitel),KO11HA
SR8KSR,"fm, c4fm",438.925,103.5,431.325,103.5,false,-,7.6,working,49.697373,21.752431,Krosno,KN09VQ
SR8KR,"fm, fmlink",438.625,103.5,431.025,103.5,false,-,7.6,working,49.756122,21.812941,RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90,KN09VS
SR8KP,fm,439.575,71.9,431.975,71.9,false,-,7.6,working,50.221148,22.421792,Lezajsk-Giedlarowa,KO10FF
SR8K,"fm, c4fm",145.6,71.9,145,71.9,false,-,0.6,off,49.885216,22.38942,Drohobyczka-Dubiecko,KN19EV
SR8JS,fm,438.8,103.5,431.2,false,true,-,7.6,working,49.81322,21.350967,Jaslo - Gora Liwocz,KN09QT
SR8JR,"fm, fmpoland",439.25,false,431.65,67,false,-,7.6,working,50.000296,22.713323,Jaroslaw,KO10IA
SR8J,fm,145.7,false,145.1,false,false,-,0.6,working,50.000296,22.713323,Jaroslaw,KO10IA
SR8FWD,c4fm,438.7125,false,431.1125,false,false,-,7.6,working,51.558118,23.553329,Wlodawa,KO11SN
SR8ET,fm,439.2,71.9,431.6,71.9,false,-,7.6,working,49.561127,22.206183,Sanok - Urzad Miasta,KN19CN
SR8DVP,dmr,438.45,false,430.85,false,false,-,7.6,working,51.325496,21.968573,Kazimierz Dolny,KO01XH
SR8DV,c4fm,439.4,false,430.8,false,false,-,8.6,planned,49.756122,21.812941,RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90,KN09VS
SR8DU,"fm, c4fm",439,71.9,431.4,71.9,false,-,7.6,off,49.885216,22.38942,Drohobyczka-Dubiecko,KN19EV
SR8DRL,dmr,438.275,false,430.675,false,false,-,7.6,working,51.234937,22.545933,Lublin,KO11GF
SR8DMR,dmr,438.8375,false,431.2375,false,false,-,7.6,working,52.18624,22.78165,Chotycze - RTCN Losice,KO12JE
SR8DMK,dmr,439.375,false,431.775,false,false,-,7.6,off,49.756122,21.812941,RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90,KN09VS
SR8DMB,dmr,439.575,false,431.975,false,false,-,7.6,off,49.521832,22.411545,Bezmiechowa,KN19EM
SR8DEF,"fm, c4fm",438.425,false,430.825,103.5,false,-,7.6,working,50.059358,21.397837,Debica,KO00QB
SR8DE,fm,439.3,false,431.7,103.5,false,-,7.6,working,49.964483,21.446086,Debica,KN09RX
SR8D,fm,145.65,79.7,145.05,79.7,false,-,0.6,working,52.18624,22.78165,Chotycze / Losice,KO12JE
SR8CH,"fm, echolink",438.675,false,431.075,77,false,-,7.6,off,51.13186,23.472208,Chelm,KO11RD
SR8BP,fm,438.65,79.7,431.05,79.7,false,-,7.6,working,52.18624,22.78165,Chotycze / Losice,KO12JE
SR8BI,fm,438.9,false,431.3,false,false,-,7.6,off,49.334568,22.298952,Baligrod,KN19DI
SR8BD,fm,438.875,103.5,431.275,103.5,false,-,7.6,working,52.027832,23.158573,Biala Podlaska Pec,KO12NA
SR8BB,fm,438.875,103.5,431.275,103.5,false,-,7.6,working,49.337049,22.353548,Bereznica Wyzna,KN19EI
SR8B,fm,145.7875,71.9,145.1875,71.9,false,-,0.6,working,50.248324,22.406369,Lezajsk,KO10EF
SR8AVB,"dstar, dmr, c4fm",439.0125,false,431.4125,false,false,-,7.6,working,52.030614,23.147055,Biala Podlaska,KO12NA
SR8AR,fm,29.59,127.3,29.69,127.3,false,+,0.1,testing,49.697426,21.753496,Krosno,KN09VQ
SR8AR,fm,29.69,127.3,29.59,127.3,false,-,0.1,working,49.697472,21.752673,Krosno,KN09VQ
SR8AGA,"fm, dmr",439.35,false,431.75,103.5,false,-,7.6,working,49.814923,21.99281,Domaradz,KN09XT
SR7ZG,fm,438.95,false,431.35,77,false,-,7.6,working,51.847251,19.414183,Zgierz,JO91QU
SR7ZD,"fm, echolink",438.9,false,431.3,77,false,-,7.6,working,51.596268,18.975685,Zdunska Wola,JO91LO
SR7Z,fm,145.6,false,145,77,false,-,0.6,working,51.75349,19.455361,Lodz,JO91RS
SR7WI,fm,439,false,431.4,false,false,-,7.6,working,51.105189,18.941747,Dzialoszyn,JO91LC
SR7W,fm,145.7,77,145.1,false,false,-,0.6,unverified,51.209193,18.579957,Wielun,JO91GF
SR7VV,"fm, fmlink",439.1125,77,431.5125,77,false,-,7.6,working,51.205645,19.435416,Gora Kamiensk wieza EmiTel,JO91RE
SR7V,fm,145.625,88.5,145.025,88.5,false,-,0.6,working,50.860322,21.048573,RTCN Swiety Krzyz EmiTel - Lysa Gora/Nowa Slupia,KO00MU
SR7UWI,"dstar, dmr",438.525,false,430.925,false,false,-,7.6,working,51.259814,18.322125,Czastary,JO91DG
SR7UVV,dstar,439.4875,false,431.8875,false,false,-,7.6,working,51.205645,19.435416,Gora Kamiensk wieza EmiTel,JO91RE
SR7UVL-B,dstar,439.45,false,431.85,false,false,-,7.6,working,51.780793,19.533964,Lodz,JO91SS
SR7UVK-B,dstar,439.125,false,431.525,false,false,-,7.6,working,50.860322,21.048573,Lysa Gora/Nowa Slupia - RTCN Swiety Krzyz EmiTel,KO00MU
SR7UTM,dstar,439.1,false,431.5,false,false,-,7.6,working,51.547877,20.044931,Tomaszow Mazowiecki,KO01AN
SR7ULD,dstar,439.55,false,431.95,false,false,-,7.6,off,51.746801,19.487679,Lodz,JO91RR
SR7UAL,dstar,438.65,false,431.05,false,false,-,7.6,working,51.780951,19.533544,Lodz,JO91SS
SR7ULM,c4fm,439.5,0,431.9,74.4,false,-,7.6,working,51.746115,19.450216,Lodz,JO91RR
SR7TM,"fm, c4fm",438.675,118.8,431.075,118.8,false,-,7.6,working,51.548173,20.045956,Tomaszow Mazowiecki,KO01AN
SR7TCW,fm,438.125,false,145.3,false,false,-,292.825,working,50.382386,20.592706,Zlota,KO00HJ
SR7T,dmr,438.875,false,431.275,false,false,-,7.6,working,50.382386,20.592706,Zlota,KO00HJ
SR7ST,"fm, fmlink",439.15,110.9,431.55,110.9,false,-,7.6,working,50.553432,21.076508,Staszow - wieza   Polkomtel Sp. z o.o. - Plus,KO00MN
SR7SI,"fm, echolink",438.825,77,431.225,77,false,-,7.6,working,51.598809,18.697218,Sieradz,JO91IO
SR7SC,"fm, echolink",439.325,118.8,431.725,118.8,false,-,7.6,working,51.974983,20.144561,Skierniewice,KO01BX
SR7SAN,dmr,439.0625,false,431.4625,false,false,-,7.6,working,50.593202,21.591853,Koprzywnica,KO00TO
SR7PB,"fm, echolink, c4fm",438.65,118.8,431.05,false,false,-,7.6,working,51.012532,21.545069,Baltow,KO01SA
SR7PA,"fm, echolink",439.4,false,431.8,77,false,-,7.6,off,51.667203,19.337734,Pabianice,JO91QQ
SR7OS,"fm, fmpoland",439.475,71.9,431.875,71.9,false,-,7.6,working,50.952249,21.383228,Ostrowiec Swietokrzyski,KO00QW
SR7O,fm,145.6625,false,145.0625,false,true,-,0.6,off,50.904167,21.246944,Sniezkowice POLKOMTEL,KO00OV
SR7MK,c4fm,438.475,false,430.875,false,false,-,7.6,working,50.860322,21.048573,Lysa Gora/Nowa Slupia - RTCN Swiety Krzyz EmiTel,KO00MU
SR7LO,fm,1298.7,false,1270.7,false,false,-,28,working,51.774038,19.504914,Lodz,JO91SS
SR7LM,"fm, dmr",439.2,false,431.6,false,false,-,7.6,inprogress,51.761471,19.539368,Lodz,JO91SS
SR7LLX,fm,438.875,false,431.275,false,false,-,7.6,off,51.785118,19.517849,,JO91SS
SR7LL,dmr,145.7125,false,145.1125,false,false,-,0.6,working,51.780793,19.533964,Lodz,JO91SS
SR7LDZ,"fm, fmlink",438.35,77,430.75,77,false,-,7.6,working,51.774038,19.504914,Lodz,JO91SS
SR7LDY,c4fm,145.7375,false,145.1375,false,false,-,0.6,off,51.814756,19.619306,Plichtow,JO91TT
SR7LDQ,dmr,438.85,false,431.25,false,false,-,7.6,off,51.814756,19.619306,Plichtow,JO91TT
SR7LDD,dmr,438.225,false,430.625,false,false,-,7.6,working,51.746115,19.450216,Lodz,JO91RR
SR7LDA,dmr,438.45,false,430.85,false,false,-,7.6,working,51.780793,19.533964,Lodz,JO91SS
SR7LD,fm,439.075,77,431.475,77,false,-,7.6,working,51.77415,19.505409,Lodz,JO91SS
SR7LA,fm,439.55,77,431.95,77,false,-,7.6,working,51.58721,19.16252,Lask,JO91NO
SR7L,fm,145.675,false,145.075,77,false,-,0.6,working,51.774319,19.506038,Lodz,JO91SS
SR7KU,fm,438.925,false,431.325,82.5,false,-,7.6,working,52.230773,19.375715,Kutno,JO92QF
SR7KP,fm,439.425,88.5,431.825,88.5,false,-,7.6,off,50.895799,20.665477,Kielce,KO00HV
SR7KI,"fm, fmlink",438.725,88.5,431.125,88.5,false,-,7.6,working,50.860322,21.048573,RTCN Swiety Krzyz EmiTel - Lysa Gora/Nowa Slupia,KO00MU
SR7KGO,"fm, echolink, fmpoland",145.275,88.5,433.25,88.5,false,+,287.975,working,50.475985,20.75619,Busko-Zdroj,KO00JL
SR7G,c4fm,439.0625,false,431.4625,false,false,-,7.6,working,50.382386,20.592706,Zlota,KO00HJ
SR7FUS,c4fm,438.6125,false,431.0125,false,false,-,7.6,working,51.205645,19.435416,Gora Kamiensk wieza EmiTel,JO91RE
SR7E,fm,145.7625,77,145.1625,77,true,-,0.6,working,51.267423,19.328424,Belchatow,JO91PG
SR7DVK,dmr,438.325,false,430.725,false,false,-,7.6,working,52.241023,19.353639,Kutno,JO92QF
SR7DSC,dmr,439.2875,false,431.6875,false,false,-,7.6,working,51.974983,20.144561,Skierniewice,KO01BX
SR7DMR,dmr,438.275,false,430.675,false,false,-,7.6,working,51.205645,19.435416,Gora Kamiensk wieza EmiTel,JO91RE
SR7DMK,dmr,439.4125,false,431.8125,false,false,-,7.6,off,50.860322,21.048573,Lysa Gora/Nowa Slupia - RTCN Swiety Krzyz EmiTel,KO00MU
SR7CKD,dmr,145.575,false,144.975,false,false,-,0.6,testing,51.774038,19.504914,Lodz,JO91SS
SR7BU,"fm, echolink",145.2375,77,145.2375,77,false,false,0,off,51.458155,18.829116,Burzenin,JO91JK
SR7ABZ,"fm, fmpoland",145.275,88.5,144.675,88.5,false,-,0.6,working,50.480313,20.714713,Busko-Zdroj,KO00IL
SR6Z,fm,145.6375,67,145.0375,67,false,-,0.6,off,50.88405,15.329887,Gora Swieradowiec,JO70PV
SR6XWS,c4fm,439.5625,false,431.9625,false,false,-,7.6,working,50.680321,16.485667,Wielka Sowa,JO80FQ
SR6WY,fm,439.075,71.9,431.475,71.9,false,-,7.6,working,50.465278,18.154444,Wysoka k. Gory Sw Anny,JO90BL
SR6WS,fm,438.925,94.8,431.325,94.8,false,-,7.6,working,50.680321,16.485667,Wielka Sowa,JO80FQ
SR6WR,fm,438.85,103.5,431.25,103.5,false,-,7.6,working,51.114462,16.958219,Wroclaw,JO81LC
SR6WB,"fm, fmpoland",439.3625,false,431.7625,94.8,false,-,7.6,working,50.7793491,16.21099386,Gora Chelmiec,JO80DT
SR6W,"fm, echolink, fmpoland",145.6625,94.8,145.0625,94.8,false,-,0.6,working,50.7793491,16.21099386,Gora Chelmiec,JO80DT
SR6UVX,"fm, dstar",439.4125,false,431.8125,103.5,false,-,7.6,working,51.470531,16.909204,Zmigrod,JO81KL
SR6UVW,dstar,439.0125,false,431.4125,false,false,-,7.6,working,51.114443,17.067505,Wroclaw - Dom Akademicki,JO81MC
