Callsign,Modes,"TX Frequency","TX CTCSS","RX Frequency","RX CTCSS","RX 1750",Duplex,Offset,Status,Latitude,Longitude,QTH,Locator
SR5GM,"fm, fmpoland",439.225,127.3,431.625,127.3,,-,7.6,working,0,0,"Grodzisk Mazowiecki",KO02HC
SR5GR,fm,438.8,127.3,431.2,127.3,,-,7.6,off,51.865339,20.869367,"GROJEC, ul. PISUDSKIEGO 6",KO01KU
SR5ID,"fm, dmr",439.0375,127.3,431.4375,127.3,,-,7.6,inprogress,52.101806,21.811093,Kuflew,KO02VC
SR5KAB,dmr,439.4,,431.8,,,-,7.6,off,52.219587,21.017187,Warszawa,KO02MF
SR5KO,"fm, echolink",439.2,118.8,431.6,118.8,,-,7.6,off,51.561205,21.56698,Kozienice,KO01SN
SR5KP,fm,29.68,127.3,29.58,127.3,,-,0.1,off,52.175313,20.742929,"Moszna-Parcela komin Elektrociepowni Pruszkow II",KO02IE
SR5KPN,"fm, echolink",438.2,127.3,430.6,127.3,,-,7.6,working,52.29863,20.530593,Zamczysko,KO02GH
SR5LOM,fm,1298.4,,1270.4,,,-,28,inprogress,52.34111,20.8843,omianki,KO02KI
SR5LW,fm,1298.1,,1270.1,,,-,28,working,52.15872,20.81788,Pruszkow,KO02JD
SR5MDV,dmr,438.8875,,431.2875,,,-,7.6,working,52.177192,21.552627,"Minsk Mazowiecki",KO02SE
SR5MM,"fm, echolink, fmpoland",438.95,127.3,431.35,127.3,,-,7.6,working,52.177192,21.552627,"Minsk Mazowiecki",KO02SE
SR5MS,m17,438.8125,,431.2125,,,-,7.6,working,52.425343,20.751385,"Nowy Dwor Mazowiecki",KO02JK
SR5ND,fm,439.425,127.3,431.825,127.3,,-,7.6,working,52.448234,20.707103,"Nowy Dwor Mazowiecki",KO02IK
SR5NRD,fm,438.975,,431.375,127.3,,-,7.6,working,52.480013,20.061837,Cybulin,KO02AL
SR5O,"fm, c4fm",145.675,127.3,145.075,127.3,,-,0.6,working,53.080352,21.569352,Ostroeka,KO03SB
SR5OK,"fm, dmr, echolink, c4fm, dstar",439.2625,,431.6625,,,-,7.6,working,53.23469,21.45663,Kadzido,KO03RF
SR5OMZ,dmr,145.7375,,145.1375,,,-,0.6,working,0,0,Ciechanow,KO02HV
SR5OS,"fm, echolink, fmpoland",439.05,,431.45,67,,-,7.6,working,53.080149,21.56918,Ostroeka,KO03SB
SR5P,fm,145.725,,145.125,127.3,,-,0.6,working,52.543202,19.71592,Pock,JO92UN
SR5PL,"fm, fmpoland",439.125,,431.525,127.3,,-,7.6,working,52.544455,19.719648,Pock,JO92UN
SR5PLZ,dmr,439.3875,,431.7875,,,-,7.6,inprogress,52.544962,19.719402,Pock,JO92UN
SR5PN,fm,145.6625,,145.0625,127.3,,-,0.6,off,52.61766,20.353525,Ponsk,KO02EO
SR5POT,"fm, fmpoland",439.15,127.3,431.55,127.3,,-,7.6,working,52.268443,21.12563,"Warszawa - Kaweczyn",KO02NG
SR5PR,"fm, echolink",439.175,,431.575,,,-,7.6,working,52.158506,20.817633,Pruszkow,KO02JD
SR5QDMR,dmr,438.525,,430.925,,,-,7.6,working,52.156559,22.276954,Siedlce,KO12DD
SR5R,fm,145.6,,145,127.3,,-,0.6,working,52.158506,20.817633,Pruszkow,KO02JD
SR5RA,fm,438.925,118.8,431.325,118.8,,-,7.6,working,51.355087,21.099805,Radom,KO01NI
SR5RAD,"fm, fmpoland",145.7875,118.8,145.1875,118.8,,-,0.6,working,51.408958,21.114788,"RADOM - maszt Emitel",KO01NJ
SR5RK,"fm, dstar",438.75,118.8,431.15,118.8,,-,7.6,working,51.358587,20.572206,"Kozowiec - Przysucha RTCN",KO01GI
SR5RR,"fm, echolink, fmpoland",439.275,127.3,431.675,127.3,,-,7.6,off,52.178734,21.056765,"Warszawa - Mokotow, ul. Iberyjska",KO02ME
SR5S,"fm, echolink, fmpoland",145.6125,127.3,145.0125,127.3,,-,0.6,working,52.178818,22.271183,Siedlce,KO12DE
SR5SE,"fm, c4fm",438.75,127.3,431.15,127.3,,-,7.6,working,52.178818,22.271183,Siedlce,KO12DE
SR5SQ,c4fm,438.9875,,431.3875,,,-,7.6,off,52.007496,20.589476,"Krze Duze",KO02HA
SR5U,fm,145.775,,145.175,,,-,0.6,working,52.194374,20.886109,"Warszawa Ursus",KO02KE
SR5UOS,"dstar, dmr",438.9125,,431.3125,,,-,7.6,working,53.080289,21.569459,Ostroeka,KO03SB
SR5UR,fm,439.3,,431.7,127.3,,-,7.6,working,52.194374,20.886109,"Warszawa Ursus",KO02KE
SR5UVA,c4fm,439.4375,,431.8375,,,-,7.6,off,52.268254,21.128688,"Warszawa - komin EC Kaweczyn",KO02NG
SR5UVR,dstar,438.525,,430.925,,,-,7.6,working,51.406036,21.152552,Radom,KO01NJ
SR5VW,fm,438.825,67,431.225,67,,-,7.6,working,52.880556,21.400833,"Rozan EMITEL",KO02QV
SR5W,"fm, dmr",145.75,127.3,145.15,127.3,,-,0.6,working,52.268254,21.128688,"Warszawa - komin EC Kaweczyn",KO02NG
SR5WA,fm,439.35,127.3,431.75,127.3,,-,7.6,off,52.268254,21.128688,"Warszawa - komin EC Kaweczyn",KO02NG
SR5WAD,"fm, dmr",438.3375,127.3,430.7375,127.3,,-,7.6,off,52.268254,21.128688,"Warszawa - komin EC Kaweczyn",KO02NG
SR5WB,dmr,438.55,,430.95,,,-,7.6,working,52.175313,20.742929,"Moszna-Parcela komin Elektrociepowni Pruszkow II",KO02IE
SR5WC,dstar,438.6,,431,,,-,7.6,working,52.175313,20.742929,"Moszna-Parcela komin Elektrociepowni Pruszkow II",KO02IE
SR5WD,"dmr, c4fm",438.4,,430.8,,,-,7.6,off,52.175313,20.742929,Moszna-Parcela,KO02IE
SR5WF,dstar,439.2,,431.6,,,-,7.6,inprogress,52.246944,21.086911,Warszawa,KO02NF
SR5WI,c4fm,438.9,,431.3,,,-,7.6,working,52.241419,21.098156,Warszawa,KO02NF
SR5WP,"fm, fmlink",438.625,127.3,431.025,127.3,,-,7.6,working,52.175313,20.742929,"Moszna-Parcela komin Elektrociepowni Pruszkow II",KO02IE
SR5WU,dmr,438.775,,431.175,,,-,7.6,working,52.150552,21.042197,Warszawa-Ursynow,KO02MD
SR5WW,dmr,438.5,,430.9,,,-,7.6,working,52.268254,21.128688,"Warszawa - Komin EC Kaweczyn",KO02NG
SR5WWL,fm,438.4625,127.3,430.8625,127.3,,-,7.6,testing,52.362126,21.138649,Marki,KO02NI
SR5WZ,fm,439,127.3,431.4,127.3,,-,7.6,working,52.175313,20.742929,"Moszna-Parcela komin Elektrociepowni Pruszkow II",KO02IE
SR5YAM,"dstar, echolink, c4fm",430.5375,,430.5375,,,,0,off,52.146074,20.815292,Komorow,KO02JD
SR5YM,"dstar, c4fm",438.3,,430.7,,,-,7.6,off,52.146074,20.815292,Komorow,KO02JD
SR5ZIP,fm,439.25,127.3,431.65,127.3,,-,7.6,working,52.284421,20.94239,Warszawa,KO02LG
SR5ZOC,"fm, fmpoland",145.587,127.3,145.587,127.3,,,0,working,52.246473696398,22.740757082156,Nowosielce,KO12IF
SR5ZQ,dstar,438.8625,,431.2625,,,-,7.6,inprogress,52.007496,20.589476,Skierniewice,KO02HA
SR5ZU,fm,438.7,88.5,431.1,88.5,,-,7.6,working,53.064381,19.885142,Zuromin,JO93WB
SR6A,dstar,145.575,,144.975,,,-,0.6,off,50.853782,17.460431,Brzeg,JO80RU
SR6AA,"fm, fmpoland",439.4,,431.8,67,,-,7.6,working,51.205828,16.165898,Legnica,JO81BE
SR6ACZ,fm,438.95,103.5,431.35,103.5,,-,7.6,working,51.111545,17.060299,Wrocaw,JO81MC
SR6B,fm,145.7625,77,145.1625,77,1,-,0.6,working,50.971612,14.940872,"Dziaoszyn - stacja meteo",JO70LX
SR6C,"fm, fmpoland",439.25,,431.65,67,,-,7.6,working,51.262989,15.564836,Bolesawiec,JO71SG
SR6DA,fm,439.1375,,431.5375,,,-,7.6,working,51.077817,18.571536,Dalachow,JO91GB
SR6DJG,dmr,439.1625,,431.5625,,,-,7.6,working,50.944061,15.762719,"Jezow Sudecki",JO70VW
SR6DKB,dstar,438.2625,,430.6625,,,-,7.6,working,50.48804,17.969138,Krapkowice,JO80XL
SR6DL,fm,144.975,,144.975,,,,0,off,51.078464,18.571192,Dalachow,JO91GB
SR6DMO,"fm, dmr",438.625,94.8,431.025,94.8,,-,7.6,inprogress,0,0,Oawa,JO80PW
SR6DMR,dmr,438.4875,,430.8875,,,-,7.6,working,51.114774,17.067787,Wrocaw,JO81MC
SR6DST,"fm, echolink",145.6875,123,145.0875,123,,-,0.6,working,50.77057,17.084985,"Strzelin, Wieza Cisnien",JO80NS
SR6DWS,dstar,438.4625,,430.8625,,,-,7.6,working,50.680321,16.485667,"Wielka Sowa",JO80FQ
SR6DZM,dmr,438.6375,,431.0375,,,-,7.6,inprogress,51.47532,16.905376,Zmigrod,JO81KL
SR6F,fm,145.75,71.9,145.15,71.9,,-,0.6,off,50.465278,18.154444,"Wysoka k. Gory sw. Anny EMITEL",JO90BL
SR6FG,fm,439.1875,103.5,431.5875,103.5,,-,7.6,testing,51.30611,17.033005,,JO81MH
SR6G,fm,145.625,94.8,145.025,94.8,,-,0.6,working,50.865094,16.709427,"Gora Sleza EMITEL",JO80IU
SR6GL,fm,438.75,,431.15,,,-,7.6,working,0,0,Gubczyce,JO80VE
SR6HBL,dmr,438.55,,430.95,,,-,7.6,planned,0,0,Wrocaw,JO81LC
SR6J,fm,145.675,67,145.075,67,,-,0.6,working,50.79487,15.514833,"Gora Szrenica/Szklarska Poreba",JO70ST
SR6JG,fm,438.675,67,431.075,67,,-,7.6,working,50.747633,15.72735,"Gora Kopa/Karpacz",JO70UR
SR6K,fm,145.7375,,145.1375,,,-,0.6,working,50.63656,16.532815,Jugow,JO80GP
SR6L,"fm, fmpoland",439.2,67,431.6,67,,-,7.6,working,51.200767,16.208553,Legnica,JO81ce
SR6LDV,dmr,438.25,,430.65,,,-,7.6,working,51.20057,16.209077,Legnica,JO81CE
SR6LWS,"fm, fmlink",439.2875,94.8,431.6875,94.8,,-,7.6,working,50.680321,16.485667,"Wielka Sowa",JO80FQ
SR6LZM,"fm, fmlink",438.6,103.5,431,103.5,,-,7.6,working,51.47532,16.905376,Zmigrod,JO81KL
SR6MA,fm,438.725,,431.125,94.8,,-,7.6,working,50.865094,16.709427,"Gora Sleza EMITEL",JO80IU
SR6MI,"fm, fmpoland",439.3375,,431.7375,67,,-,7.6,working,51.256347,16.055585,Mikowice,JO81AG
SR6MRU,"fm, c4fm",439.3,,431.7,,,-,7.6,working,51.141371,17.030831,Wrocaw,JO81MD
SR6NR,"fm, echolink",439.425,,431.825,94.8,,-,7.6,working,50.539307,16.567286,"Nowa Ruda-Supiec",JO80GM
SR6OA,fm,438.875,123,431.275,123,,-,7.6,working,50.945369,17.305275,Oawa,JO80PW
SR6OO,"fm, dstar, echolink",439.25,123,431.65,123,,-,7.6,working,50.880998,18.413141,Olesno,JO90EV
SR6OP,"fm, dmr",439.325,94.8,431.725,94.8,,-,7.6,working,50.675862,17.956617,Opole,JO80XQ
SR6PS,"fm, echolink",438.8,94.8,431.2,94.8,,-,7.6,working,50.842723,16.487099,Swidnica,JO80FU
SR6R,fm,145.6,103.5,145,103.5,,-,0.6,working,51.106164,17.04304,Wrocaw,JO81MC
SR6RC,"fm, fmpoland",438.1,,430.5,103.5,,-,7.6,working,51.11472,16.95503,Wrocaw,JO81lc
SR6RWS,dmr,438.2,,430.6,,,-,7.6,working,50.680321,16.485667,"Wielka Sowa",JO80FQ
SR6S,fm,145.7875,94.8,145.1875,94.8,,-,0.6,working,50.680321,16.485667,"Wielka Sowa",JO80FQ
SR6TT,"fm, echolink, fmpoland",439.225,67,431.625,67,,-,7.6,working,50.914357,16.014392,"BOLKOW STARE ROCHOWICE",JO80AV
SR6TW,"dstar, dmr, c4fm",438.75,,431.15,,,-,7.6,working,51.345552,17.497358,Chestow,JO81RI
SR6UKB,"fm, dstar",439.2625,94.8,431.6625,94.8,,-,7.6,working,50.257005,17.428894,"Kopa Biskupia",JO80RG
SR6UKR,dmr,438.425,,430.825,,,-,7.6,working,50.488055,17.969159,Krapkowice,JO80XL
SR6UPK,"fm, dstar",438.5375,,430.9375,67,,-,7.6,working,50.763544,15.639784,,JO70TS
SR6UVO,"fm, dstar",439.3875,94.8,431.7875,94.8,,-,7.6,working,50.751164,17.882663,"Elektrownia Opole, Brzezie k/Opola",JO80WS
SR6UVW,dstar,439.0125,,431.4125,,,-,7.6,working,51.114443,17.067505,"Wrocaw - Dom Akademicki",JO81MC
SR6UVX,"fm, dstar",439.4125,,431.8125,103.5,,-,7.6,working,51.470531,16.909204,Zmigrod,JO81KL
SR6UVY,"fm, dstar",439.2125,,431.6125,,,-,7.6,working,0,0,Oawa,JO80PW
SR6W,"fm, echolink, fmpoland",145.6625,94.8,145.0625,94.8,,-,0.6,working,50.77934910253,16.210993863262,"Gora Chemiec",JO80DT
SR6WB,"fm, fmpoland",439.3625,,431.7625,94.8,,-,7.6,working,50.77934910253,16.210993863262,"Gora Chemiec",JO80DT
SR6WF,c4fm,438.4,,430.8,,,-,7.6,inprogress,0,0,Mrozow,JO81JE
SR6WR,fm,438.85,103.5,431.25,103.5,,-,7.6,working,51.114462,16.958219,Wrocaw,JO81LC
SR6WRC,fm,70.26,103.5,430.175,103.5,,+,359.915,working,0,0,Wrocaw,JO81kb
SR6WS,fm,438.925,94.8,431.325,94.8,,-,7.6,working,50.680321,16.485667,"Wielka Sowa",JO80FQ
SR6WY,fm,439.075,71.9,431.475,71.9,,-,7.6,working,50.465278,18.154444,"Wysoka k. Gory Sw Anny",JO90BL
SR6XWS,c4fm,439.5625,,431.9625,,,-,7.6,working,50.680321,16.485667,"Wielka Sowa",JO80FQ
SR6Z,fm,145.6375,67,145.0375,67,,-,0.6,off,50.88405,15.329887,"Gora Swieradowiec",JO70PV
SR7ABZ,"fm, fmpoland",145.275,88.5,144.675,88.5,,-,0.6,working,50.480313,20.714713,Busko-Zdroj,KO00IL
SR7BU,"fm, echolink",145.2375,77,145.2375,77,,,0,off,51.458155,18.829116,Burzenin,JO91JK
SR7CKD,dmr,145.575,,144.975,,,-,0.6,testing,51.774038,19.504914,odz,JO91SS
SR7DBZ,"fm, dmr",438.5625,,430.9625,,,-,7.6,working,0,0,Busko-Zdroj,KO00IL
SR7DMK,dmr,439.4125,,431.8125,,,-,7.6,off,50.860322,21.048573,"ysa Gora/Nowa Supia - RTCN Swiety Krzyz EmiTel",KO00MU
SR7DMR,dmr,438.275,,430.675,,,-,7.6,working,51.205645,19.435416,"Gora Kamiensk wieza EmiTel",JO91RE
SR7DSC,dmr,439.2875,,431.6875,,,-,7.6,working,51.974983,20.144561,Skierniewice,KO01BX
SR7DVK,dmr,438.325,,430.725,,,-,7.6,working,52.241023,19.353639,Kutno,JO92QF
SR7E,fm,145.7625,77,145.1625,77,1,-,0.6,working,51.267423,19.328424,Bechatow,JO91PG
SR7FUS,c4fm,438.6125,,431.0125,,,-,7.6,working,51.205645,19.435416,"Gora Kamiensk wieza EmiTel",JO91RE
SR7G,c4fm,439.0625,,431.4625,,,-,7.6,working,50.382386,20.592706,Zota,KO00HJ
SR7HYT,dmr,145.625,,145.025,,,-,0.6,testing,0,0,odz,JO91RS
SR7KFX,"fm, fmpoland",438.2625,88.5,430.6625,88.5,,-,7.6,working,52.00964,18.81998,Wielenin,JO92JA
SR7KGO,"fm, echolink, fmpoland",145.275,88.5,433.25,88.5,,+,287.975,working,50.475985,20.75619,Busko-Zdroj,KO00JL
SR7KI,"fm, fmlink",438.725,88.5,431.125,88.5,,-,7.6,working,50.860322,21.048573,"RTCN Swiety Krzyz EmiTel - ysa Gora/Nowa Supia",KO00MU
SR7KP,fm,439.425,88.5,431.825,88.5,,-,7.6,off,50.895799,20.665477,Kielce,KO00HV
SR7KU,fm,438.925,,431.325,82.5,,-,7.6,working,52.230773,19.375715,Kutno,JO92QF
SR7L,fm,145.675,,145.075,77,,-,0.6,working,51.774319,19.506038,odz,JO91SS
SR7LA,fm,439.575,77,431.975,77,,-,7.6,testing,51.58721,19.16252,ask,JO91NO
SR7LD,fm,439.075,77,431.475,77,,-,7.6,working,51.77415,19.505409,odz,JO91SS
SR7LDA,dmr,438.45,,430.85,,,-,7.6,working,51.780793,19.533964,odz,JO91SS
SR7LDD,dmr,438.225,,430.625,,,-,7.6,working,51.746115,19.450216,odz,JO91RR
SR7LDQ,dmr,438.85,,431.25,,,-,7.6,off,51.814756,19.619306,Plichtow,JO91TT
SR7LDY,c4fm,145.7375,,145.1375,,,-,0.6,off,51.814756,19.619306,Plichtow,JO91TT
SR7LDZ,"fm, fmlink",438.35,77,430.75,77,,-,7.6,working,51.774038,19.504914,odz,JO91SS
SR7LL,dmr,145.7125,,145.1125,,,-,0.6,working,51.780793,19.533964,odz,JO91SS
SR7LLX,fm,438.875,,431.275,,,-,7.6,off,51.785118,19.517849,,JO91SS
SR7LM,"fm, dmr",439.2,,431.6,,,-,7.6,inprogress,51.761471,19.539368,odz,JO91SS
SR7LO,fm,1298.7,,1270.7,,,-,28,working,51.774038,19.504914,odz,JO91SS
SR7MK,c4fm,438.475,,430.875,,,-,7.6,working,50.860322,21.048573,"ysa Gora/Nowa Supia - RTCN Swiety Krzyz EmiTel",KO00MU
SR7O,fm,145.6625,,145.0625,,1,-,0.6,off,50.904167,21.246944,"Sniezkowice POLKOMTEL",KO00OV
SR7OS,"fm, fmpoland",439.475,71.9,431.875,71.9,,-,7.6,working,50.952249,21.383228,"Ostrowiec Swietokrzyski",KO00QW
SR7PA,"fm, echolink",439.4,,431.8,77,,-,7.6,off,51.667203,19.337734,Pabianice,JO91QQ
SR7PB,"fm, echolink, c4fm",438.65,118.8,431.05,,,-,7.6,working,51.012532,21.545069,Batow,KO01SA
SR7SAN,dmr,439.0625,,431.4625,,,-,7.6,working,50.593202,21.591853,Koprzywnica,KO00TO
SR7SC,"fm, echolink",439.325,118.8,431.725,118.8,,-,7.6,working,51.974983,20.144561,Skierniewice,KO01BX
SR7SI,"fm, echolink",438.825,77,431.225,77,,-,7.6,working,51.598809,18.697218,Sieradz,JO91IO
SR7ST,"fm, fmlink",439.15,110.9,431.55,110.9,,-,7.6,working,50.553432,21.076508,"Staszow - wieza   Polkomtel Sp. z o.o. - Plus",KO00MN
SR7SZ,fm,439.1875,110.9,431.5875,110.9,,-,7.6,working,50.55339,21.07638,"Staszow - wieza Polkomtel Sp. z o.o.",KO00MN
SR7T,dmr,438.875,,431.275,,,-,7.6,working,50.382386,20.592706,Zota,KO00HJ
SR7TCW,fm,438.125,,145.3,,,-,292.825,working,50.382386,20.592706,Zota,KO00HJ
SR7TM,"fm, c4fm",438.675,118.8,431.075,118.8,,-,7.6,working,51.548173,20.045956,"Tomaszow Mazowiecki",KO01AN
SR7UAL,dstar,438.65,,431.05,,,-,7.6,working,51.780951,19.533544,odz,JO91SS
SR7ULD,dstar,439.55,,431.95,,,-,7.6,off,51.746801,19.487679,odz,JO91RR
SR7ULM,c4fm,439.5,0,431.9,74.4,,-,7.6,working,51.746115,19.450216,odz,JO91RR
SR7USI,dstar,439.525,,431.925,,,-,7.6,working,51.5988891,18.6972428,Sieradz,JO91IO
SR7UTM,dstar,439.1,,431.5,,,-,7.6,working,51.547877,20.044931,"Tomaszow Mazowiecki",KO01AN
SR7UVK-B,dstar,439.125,,431.525,,,-,7.6,working,50.860322,21.048573,"ysa Gora/Nowa Supia - RTCN Swiety Krzyz EmiTel",KO00MU
SR7UVL-B,dstar,439.45,,431.85,,,-,7.6,working,51.780793,19.533964,odz,JO91SS
SR7UVV,dstar,439.4875,,431.8875,,,-,7.6,working,51.205645,19.435416,"Gora Kamiensk wieza EmiTel",JO91RE
SR7UWI,"dstar, dmr",438.525,,430.925,,,-,7.6,working,51.259814,18.322125,Czastary,JO91DG
SR7V,fm,145.625,88.5,145.025,88.5,,-,0.6,working,50.860322,21.048573,"RTCN Swiety Krzyz EmiTel - ysa Gora/Nowa Supia",KO00MU
SR7VV,"fm, fmlink",439.1125,77,431.5125,77,,-,7.6,working,51.205645,19.435416,"Gora Kamiensk wieza EmiTel",JO91RE
SR7W,fm,145.7,77,145.1,,,-,0.6,unverified,51.209193,18.579957,Wielun,JO91GF
SR7WI,fm,439,,431.4,,,-,7.6,working,51.105189,18.941747,Dziaoszyn,JO91LC
SR7Z,fm,145.6,,145,77,,-,0.6,working,51.75349,19.455361,odz,JO91RS
SR7ZD,"fm, echolink",438.9,,431.3,77,,-,7.6,working,51.596268,18.975685,"Zdunska Wola",JO91LO
SR7ZG,fm,438.95,,431.35,77,,-,7.6,working,51.847251,19.414183,Zgierz,JO91QU
SR8AGA,"fm, dmr",439.35,,431.75,103.5,,-,7.6,working,49.814923,21.99281,Domaradz,KN09XT
SR8AR,fm,29.69,127.3,29.59,127.3,,-,0.1,working,49.697472,21.752673,Krosno,KN09VQ
SR8AR,fm,29.59,127.3,29.69,127.3,,+,0.1,testing,49.697426,21.753496,Krosno,KN09VQ
SR8AVB,"dstar, dmr, c4fm",439.0125,,431.4125,,,-,7.6,working,52.030614,23.147055,"Biaa Podlaska",KO12NA
SR8B,fm,145.7875,71.9,145.1875,71.9,,-,0.6,working,50.248324,22.406369,Lezajsk,KO10EF
SR8BB,fm,438.875,103.5,431.275,103.5,,-,7.6,working,49.337049,22.353548,"Bereznica Wyzna",KN19EI
SR8BD,fm,438.875,103.5,431.275,103.5,,-,7.6,working,52.027832,23.158573,"Biaa Podlaska Pec",KO12NA
SR8BI,fm,438.9,,431.3,,,-,7.6,off,49.334568,22.298952,Baligrod,KN19DI
SR8BP,fm,438.65,79.7,431.05,79.7,,-,7.6,working,52.18624,22.78165,"Chotycze / osice",KO12JE
SR8CH,"fm, echolink",438.675,,431.075,77,,-,7.6,off,51.13186,23.472208,Chem,KO11RD
SR8D,fm,145.65,79.7,145.05,79.7,,-,0.6,working,52.18624,22.78165,"Chotycze / osice",KO12JE
SR8DE,fm,439.3,,431.7,103.5,,-,7.6,working,49.964483,21.446086,Debica,KN09RX
SR8DEF,"fm, c4fm",438.425,,430.825,103.5,,-,7.6,working,50.059358,21.397837,Debica,KO00QB
SR8DMB,dmr,439.575,,431.975,,,-,7.6,off,49.521832,22.411545,Bezmiechowa,KN19EM
SR8DMK,dmr,439.375,,431.775,,,-,7.6,off,49.756122,21.812941,"RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90",KN09VS
SR8DMR,dmr,438.8375,,431.2375,,,-,7.6,working,52.18624,22.78165,"Chotycze - RTCN osice",KO12JE
SR8DRL,dmr,438.275,,430.675,,,-,7.6,working,51.234937,22.545933,Lublin,KO11GF
SR8DU,"fm, c4fm",439,71.9,431.4,71.9,,-,7.6,off,49.885216,22.38942,Drohobyczka-Dubiecko,KN19EV
SR8DV,c4fm,439.4,,430.8,,,-,8.6,planned,49.756122,21.812941,"RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90",KN09VS
SR8DVP,dmr,438.45,,430.85,,,-,7.6,working,51.325496,21.968573,"Kazimierz Dolny",KO01XH
SR8ET,fm,439.2,71.9,431.6,71.9,,-,7.6,working,49.561127,22.206183,"Sanok - Urzad Miasta",KN19CN
SR8FM,"fm, fmpoland",434.4,,434.4,77,,,0,working,50.0582753,21.3722899,Zawierzbie,KO00QB
SR8FWD,c4fm,438.7125,,431.1125,,,-,7.6,working,51.558118,23.553329,Wodawa,KO11SN
SR8J,fm,145.7,,145.1,,,-,0.6,working,50.000296,22.713323,Jarosaw,KO10IA
SR8JR,"fm, fmpoland",439.25,,431.65,67,,-,7.6,working,50.000296,22.713323,Jarosaw,KO10IA
SR8JS,fm,438.8,103.5,431.2,,1,-,7.6,working,49.81322,21.350967,"Jaso - Gora Liwocz",KN09QT
SR8K,"fm, c4fm",145.6,71.9,145,71.9,,-,0.6,off,49.885216,22.38942,Drohobyczka-Dubiecko,KN19EV
SR8KP,fm,439.575,71.9,431.975,71.9,,-,7.6,working,50.221148,22.421792,Lezajsk-Giedlarowa,KO10FF
SR8KR,"fm, fmlink",438.625,103.5,431.025,103.5,,-,7.6,working,49.756122,21.812941,"RTCN Sucha Gora/Krosno EmiTel-Czarnorzeki 90",KN09VS
SR8KSR,"fm, c4fm",438.925,103.5,431.325,103.5,,-,7.6,working,49.697373,21.752431,Krosno,KN09VQ
SR8L,fm,145.675,67,145.075,67,,-,0.6,working,51.00481,22.65351,"RTCN Lublin / Bozy Dar (Emitel)",KO11HA
SR8LBD,fm,438.575,77,430.975,77,,-,7.6,working,51.00481,22.65351,"RTCN Lublin / Bozy Dar (Emitel)",KO11HA
SR8LBL,fm,29.67,,29.57,71.9,,-,0.1,working,50.221007,22.421881,Giedlarowa,KO10FF
SR8LBT,tetra,430.1,,431.7,,,+,1.6,working,51.241034,22.55055,Lublin,KO11GF
SR8LKR,fm,438.55,67,430.95,67,,-,7.6,working,50.96089,22.157174,Krasnik,KO10BX
SR8LL,fm,1298.7,,1270.7,,,-,28,inprogress,51.225671,22.623193,Lublin,KO11HF
SR8LLB,"fm, echolink, fmpoland",439.25,,431.65,77,,-,7.6,working,51.469129,22.604413,Lubartow,KO11HL
SR8LN,fm,438.675,67,431.075,67,,-,7.6,working,51.241346500787,22.509713783393,Lublin,KO11gf
SR8LSW,"fm, apco25, fmpoland",439.025,110.9,431.425,110.9,,-,7.6,working,51.221537,22.694369,Swidnik,KO11IF
SR8LU,fm,439.05,67,431.45,67,,-,7.6,working,51.225671,22.623193,Lublin,KO11HF
SR8LUB,fm,439.4,77,431.8,77,,-,7.6,testing,51.235083,22.522944,Lublin,KO11gf
SR8LUF,c4fm,439.525,,431.925,,,-,7.6,working,51.225671,22.623193,Lublin,KO11HF
SR8LW,"fm, echolink, fmpoland",438.7,,431.1,67,,-,7.6,working,51.928906,22.360262,"ukow (Zbozowa 2)",KO11EW
SR8LWB,fm,439.1375,67,431.5375,67,,-,7.6,inprogress,0,0,Bogdanka,KO11MH
SR8MBR,"fm, echolink, fmpoland",50.54,71.9,432.6,71.9,,+,382.06,working,49.940092,22.048855,"Tyczyn, Lasek",KN19AW
SR8NP,"fm, echolink",145.7625,186.2,145.1625,,,-,0.6,working,49.76715,22.755932,Przemysl,KN19JS
SR8PL,"fm, fmlink",439.0875,118.8,431.4875,118.8,,-,7.6,working,51.325496,21.968573,"Kazimierz Dolny",KO01XH
SR8PPN,"fm, echolink, fmpoland",438.9,,431.3,67,,-,7.6,working,51.371732,23.23574,"gm. Urszulin",KO11OI
SR8PU,fm,438.85,118.8,431.25,118.8,,-,7.6,working,51.325496,21.968573,"Kazimierz Dolny",KO01XH
SR8R,fm,145.675,,145.075,71.9,,-,0.6,working,50.048852,21.978431,Rzeszow,KO00XB
SR8RD,dmr,438.9625,,431.3625,,,-,7.6,working,50.553361,22.074279,"Stalowa Wola",KO10AN
SR8RJS,"fm, dmr",438.5,103.5,430.9,103.5,,-,7.6,inprogress,49.81322,21.350967,Opacie,KN09QT
SR8RSC,"fm, echolink, fmpoland",145.2875,71.9,145.2875,71.9,,,0,working,49.9914,21.941145,Boguchwaa,KN09XX
SR8RZ,"fm, c4fm",439.25,71.9,431.65,71.9,,-,7.6,off,0,0,Rzeszow,KN19AX
SR8S,fm,145.7125,123,145.1125,123,,-,0.6,working,51.215067,22.70218,Swidnik,KO11IF
SR8SD,fm,439.325,123,431.725,123,,-,7.6,working,51.215067,22.70218,Swidnik,KO11IF
SR8SM,fm,438.65,123,431.05,123,,-,7.6,off,50.072277,21.712224,Debica,KO00UB
